soc_code,bls_occ_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly
29-1217,Neurologists,10590,9.9,128.67,267630.0,6.6,40.08,75.0,119.5,172.11,216.72,83370.0,155990.0,248560.0,357990.0,450780.0,,
29-1218,Obstetricians and Gynecologists,21260,5.7,134.16,279040.0,2.3,45.52,86.45,140.82,177.59,210.24,94680.0,179810.0,292910.0,369390.0,437300.0,,
29-1221,"Pediatricians, General",39390,4.9,101.98,212110.0,2.6,43.98,66.49,100.98,131.59,162.74,91470.0,138290.0,210040.0,273700.0,338500.0,,
29-1222,"Physicians, Pathologists",11110,7.1,137.22,285420.0,3.5,44.49,89.57,150.19,179.22,216.33,92540.0,186300.0,312400.0,372780.0,449970.0,,
29-1223,Psychiatrists,27980,3.5,129.78,269940.0,2.4,40.41,74.11,135.51,174.39,214.67,84060.0,154150.0,281870.0,362740.0,446520.0,,
29-1224,Radiologists,26770,7.3,183.43,381530.0,2.6,42.79,104.23,202.34,243.27,285.78,89010.0,216800.0,420860.0,506010.0,594410.0,,
29-1229,"Physicians, All Other",342720,1.4,125.98,262040.0,1.0,33.26,49.48,127.85,182.1,217.48,69170.0,102930.0,265930.0,378770.0,452360.0,,
29-1241,"Ophthalmologists, Except Pediatric",8950,13.0,146.47,304650.0,5.4,48.16,83.49,144.27,202.66,235.44,100180.0,173650.0,300080.0,421530.0,489710.0,,
29-1242,"Orthopedic Surgeons, Except Pediatric",14100,10.9,179.6,373570.0,3.6,40.46,86.83,172.38,255.15,316.97,84170.0,180610.0,358550.0,530700.0,659290.0,,
29-1243,Pediatric Surgeons,1190,33.7,241.37,502050.0,5.1,103.56,161.72,268.76,280.38,349.35,215410.0,336380.0,559030.0,583200.0,726660.0,,
29-1249,"Surgeons, All Other",25140,9.6,179.78,373930.0,5.3,38.62,64.83,199.04,245.87,315.06,80320.0,134850.0,414010.0,511420.0,655320.0,,
29-1291,Acupuncturists,7830,12.9,41.84,87020.0,5.6,18.67,26.63,36.56,49.17,77.63,38830.0,55380.0,76040.0,102280.0,161470.0,,
29-1292,Dental Hygienists,222740,1.6,47.59,98990.0,1.0,36.0,40.18,47.16,52.16,60.6,74880.0,83570.0,98100.0,108480.0,126050.0,,
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",28630,1.9,61.38,127660.0,5.5,31.35,40.28,55.39,77.63,93.84,65210.0,83780.0,115210.0,161470.0,195190.0,,
29-2010,Clinical Laboratory Technologists and Technicians,332940,0.9,32.38,67350.0,0.3,18.71,22.91,30.26,39.16,48.55,38910.0,47650.0,62930.0,81450.0,100990.0,,
29-2031,Cardiovascular Technologists and Technicians,62960,2.1,36.99,76940.0,0.5,18.75,23.02,35.73,47.17,58.34,39000.0,47890.0,74310.0,98110.0,121350.0,,
29-2032,Diagnostic Medical Sonographers,90160,1.4,46.75,97240.0,0.3,32.6,38.67,46.44,51.41,62.2,67820.0,80430.0,96590.0,106930.0,129370.0,,
29-2033,Nuclear Medicine Technologists,17080,1.8,50.56,105160.0,0.8,37.54,41.69,48.74,56.31,64.66,78080.0,86720.0,101370.0,117120.0,134500.0,,
29-2034,Radiologic Technologists and Technicians,230490,0.9,40.31,83840.0,0.2,26.91,31.16,38.52,47.47,57.05,55980.0,64810.0,80110.0,98750.0,118660.0,,
29-2035,Magnetic Resonance Imaging Technologists,43390,1.7,46.21,96120.0,0.4,33.12,38.96,45.91,51.12,61.38,68890.0,81040.0,95480.0,106340.0,127670.0,,
29-2036,Medical Dosimetrists,3410,6.2,71.4,148500.0,1.2,53.69,63.5,70.9,80.31,89.16,111670.0,132080.0,147470.0,167030.0,185450.0,,
29-2042,Emergency Medical Technicians,180510,0.9,22.52,46830.0,0.3,16.41,18.25,21.38,24.09,30.05,34130.0,37960.0,44470.0,50100.0,62500.0,,
29-2043,Paramedics,100610,1.2,30.46,63360.0,0.3,21.27,23.88,29.13,35.32,40.8,44230.0,49660.0,60600.0,73470.0,84850.0,,
29-2051,Dietetic Technicians,31560,2.5,19.54,40630.0,0.6,14.29,16.29,18.09,22.0,25.97,29720.0,33880.0,37640.0,45750.0,54020.0,,
29-2052,Pharmacy Technicians,471680,0.6,22.41,46620.0,0.2,17.32,18.2,22.0,24.04,29.35,36020.0,37850.0,45750.0,49990.0,61040.0,,
29-2053,Psychiatric Technicians,156960,1.8,22.41,46610.0,0.4,16.87,18.48,21.7,24.12,29.21,35090.0,38430.0,45130.0,50160.0,60750.0,,
29-2055,Surgical Technologists,117460,1.2,33.03,68710.0,0.3,22.09,26.29,31.08,38.34,46.61,45940.0,54690.0,64650.0,79750.0,96940.0,,
29-2056,Veterinary Technologists and Technicians,129140,1.5,23.61,49120.0,0.5,17.17,18.71,22.78,27.72,30.38,35710.0,38910.0,47380.0,57650.0,63180.0,,
29-2057,Ophthalmic Medical Technicians,71010,4.0,22.63,47060.0,0.6,17.17,18.35,21.91,24.71,29.78,35700.0,38170.0,45570.0,51390.0,61940.0,,
29-2061,Licensed Practical and Licensed Vocational Nurses,648410,0.6,32.24,67050.0,0.3,23.91,28.37,30.96,36.55,40.12,49740.0,59000.0,64400.0,76030.0,83440.0,,
29-2072,Medical Records Specialists,194720,1.1,27.3,56790.0,0.4,17.79,20.91,24.59,31.17,39.01,37000.0,43490.0,51140.0,64820.0,81150.0,,
29-2081,"Opticians, Dispensing",73530,2.2,24.89,51770.0,0.6,17.12,18.66,22.72,29.66,36.9,35610.0,38820.0,47260.0,61700.0,76750.0,,
29-2091,Orthotists and Prosthetists,9390,9.7,40.26,83740.0,1.6,22.28,29.47,38.99,48.07,57.6,46350.0,61290.0,81110.0,99990.0,119810.0,,
29-2092,Hearing Aid Specialists,11270,5.6,31.91,66370.0,1.4,18.46,23.27,31.33,38.47,45.2,38400.0,48390.0,65160.0,80010.0,94020.0,,
29-2099,"Health Technologists and Technicians, All Other",182610,1.3,28.23,58710.0,0.6,18.36,21.24,24.18,30.93,40.99,38180.0,44170.0,50290.0,64340.0,85270.0,,
29-9021,Health Information Technologists and Medical Registrars,38100,1.9,36.04,74970.0,0.7,19.15,23.53,32.7,45.98,56.45,39830.0,48940.0,68020.0,95630.0,117420.0,,
29-9091,Athletic Trainers,30500,2.4,,66620.0,0.4,,,,,,48180.0,55130.0,62520.0,74630.0,88760.0,TRUE,
29-9092,Genetic Counselors,3740,5.7,50.3,104620.0,1.2,37.63,42.74,48.09,55.84,66.71,78270.0,88900.0,100040.0,116140.0,138760.0,,
29-9093,Surgical Assistants,22270,6.4,34.96,72710.0,2.3,19.08,24.12,32.11,42.31,51.74,39690.0,50170.0,66800.0,88010.0,107610.0,,
29-9099,"Healthcare Practitioners and Technical Workers, All Other",35010,1.6,36.89,76720.0,0.8,18.59,22.96,31.63,46.64,62.42,38660.0,47750.0,65790.0,97000.0,129830.0,,
31-1120,Home Health and Personal Care Aides,4305810,0.3,17.36,36120.0,0.3,13.0,15.35,17.21,18.98,21.65,27040.0,31920.0,35800.0,39470.0,45040.0,,
31-1131,Nursing Assistants,1448910,0.4,20.53,42700.0,0.2,16.32,17.91,20.32,22.7,24.99,33940.0,37260.0,42260.0,47220.0,51980.0,,
31-1132,Orderlies,52440,0.9,19.55,40660.0,0.3,15.5,17.1,18.41,21.42,24.33,32240.0,35570.0,38290.0,44560.0,50600.0,,
31-1133,Psychiatric Aides,35520,2.3,21.97,45690.0,0.6,15.43,18.15,21.59,24.01,29.06,32090.0,37750.0,44910.0,49950.0,60440.0,,
31-2011,Occupational Therapy Assistants,51290,2.4,33.99,70710.0,0.5,24.76,29.67,34.76,38.06,43.16,51490.0,61710.0,72300.0,79160.0,89780.0,,
31-2012,Occupational Therapy Aides,4310,7.8,21.21,44110.0,2.2,14.15,17.27,18.83,22.49,33.75,29430.0,35920.0,39160.0,46780.0,70200.0,,
31-2021,Physical Therapist Assistants,112430,1.4,33.04,68730.0,0.4,22.96,28.76,32.88,37.83,43.04,47750.0,59820.0,68380.0,78680.0,89510.0,,
31-2022,Physical Therapist Aides,48150,3.5,17.52,36430.0,1.2,12.19,14.62,16.94,18.66,22.97,25360.0,30410.0,35240.0,38810.0,47780.0,,
31-9011,Massage Therapists,98790,2.6,30.69,63830.0,1.3,16.17,20.91,28.1,37.66,48.17,33640.0,43480.0,58450.0,78320.0,100200.0,,
31-9091,Dental Assistants,387790,0.9,24.13,50200.0,0.4,17.85,21.32,23.11,27.93,29.93,37130.0,44340.0,48070.0,58090.0,62250.0,,
31-9092,Medical Assistants,817870,1.2,22.17,46120.0,0.3,17.33,18.5,21.97,23.65,28.52,36050.0,38470.0,45690.0,49180.0,59310.0,,
31-9093,Medical Equipment Preparers,77420,1.1,24.28,50510.0,0.4,17.5,19.13,22.93,28.16,33.63,36410.0,39800.0,47700.0,58570.0,69950.0,,
31-9094,Medical Transcriptionists,41550,3.7,20.05,41710.0,0.9,13.58,16.42,19.43,23.08,26.9,28250.0,34150.0,40410.0,48000.0,55950.0,,
31-9095,Pharmacy Aides,39530,3.4,19.45,40450.0,0.9,14.34,16.82,18.12,20.98,26.93,29820.0,34980.0,37680.0,43640.0,56010.0,,
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,126580,1.5,19.39,40340.0,0.3,14.48,17.15,18.34,21.98,23.63,30120.0,35660.0,38150.0,45710.0,49150.0,,
31-9097,Phlebotomists,143540,1.2,21.88,45520.0,0.3,17.2,18.36,21.75,23.53,28.26,35780.0,38190.0,45230.0,48930.0,58780.0,,
31-9099,"Healthcare Support Workers, All Other",109740,1.4,24.43,50810.0,0.4,16.71,18.98,23.28,28.71,34.36,34770.0,39470.0,48430.0,59710.0,71470.0,,
33-1011,First-Line Supervisors of Correctional Officers,53380,0.4,40.57,84380.0,0.2,25.16,28.8,37.49,49.68,61.43,52330.0,59890.0,77970.0,103320.0,127780.0,,
33-1012,First-Line Supervisors of Police and Detectives,154610,0.4,53.94,112190.0,0.3,30.46,39.35,50.98,63.76,79.38,63350.0,81860.0,106040.0,132620.0,165110.0,,
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,99140,1.1,46.6,96930.0,0.5,25.69,34.68,44.96,57.45,67.31,53430.0,72140.0,93530.0,119500.0,140010.0,,
33-1091,First-Line Supervisors of Security Workers,81480,1.3,28.8,59900.0,0.7,17.93,21.65,26.9,34.59,44.35,37300.0,45030.0,55940.0,71950.0,92260.0,,
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",20690,1.9,35.76,74390.0,0.7,19.77,25.19,36.73,44.66,49.72,41110.0,52400.0,76400.0,92890.0,103420.0,,
33-2011,Firefighters,345990,1.1,30.59,63630.0,0.6,16.79,21.39,28.5,37.14,48.58,34910.0,44490.0,59280.0,77250.0,101040.0,,
33-2021,Fire Inspectors and Investigators,13800,4.1,37.82,78670.0,1.2,22.37,28.22,36.5,45.73,57.09,46530.0,58690.0,75920.0,95120.0,118750.0,,
33-2022,Forest Fire Inspectors and Prevention Specialists,2780,7.5,32.04,66640.0,3.7,17.03,21.04,27.34,39.18,50.7,35420.0,43760.0,56870.0,81500.0,105460.0,,
33-3011,Bailiffs,17310,1.3,29.65,61660.0,0.6,15.45,21.02,27.21,35.88,46.53,32140.0,43720.0,56600.0,74630.0,96770.0,,
33-3012,Correctional Officers and Jailers,380500,0.4,30.59,63630.0,0.2,20.56,23.38,28.34,36.47,44.82,42760.0,48640.0,58940.0,75850.0,93220.0,,
33-3021,Detectives and Criminal Investigators,114430,0.3,47.8,99430.0,0.1,26.63,33.33,45.09,57.94,77.18,55390.0,69330.0,93790.0,120520.0,160540.0,,
33-3031,Fish and Game Wardens,5770,0.5,36.03,74950.0,0.1,24.51,29.53,35.6,42.84,48.55,50990.0,61430.0,74060.0,89110.0,100980.0,,
33-3041,Parking Enforcement Workers,9050,4.8,24.61,51190.0,0.9,16.89,19.17,22.47,29.08,36.22,35130.0,39870.0,46730.0,60490.0,75340.0,,
33-3051,Police and Sheriff's Patrol Officers,670520,0.3,38.08,79200.0,0.3,22.84,28.5,36.64,46.93,55.35,47510.0,59290.0,76210.0,97600.0,115120.0,,
33-3052,Transit and Railroad Police,4390,2.6,44.14,91810.0,1.0,27.73,33.17,43.38,57.35,60.53,57690.0,68990.0,90230.0,119290.0,125910.0,,
33-9011,Animal Control Workers,12070,2.1,23.29,48440.0,0.5,15.91,18.15,21.95,27.44,32.72,33090.0,37750.0,45660.0,57060.0,68070.0,,
33-9021,Private Detectives and Investigators,35580,2.5,28.92,60150.0,1.0,17.66,19.57,24.62,35.57,46.94,36740.0,40700.0,51220.0,73990.0,97630.0,,
33-9031,Gambling Surveillance Officers and Gambling Investigators,9520,1.4,21.94,45630.0,0.4,15.74,17.44,20.85,23.66,29.79,32730.0,36270.0,43370.0,49210.0,61970.0,,
33-9032,Security Guards,1283470,0.4,20.42,42470.0,0.4,14.52,16.93,18.28,22.21,28.29,30210.0,35210.0,38020.0,46200.0,58840.0,,
33-9091,Crossing Guards and Flaggers,94360,2.5,20.84,43350.0,1.0,14.83,16.55,18.32,22.86,29.66,30840.0,34430.0,38100.0,47540.0,61690.0,,
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",157550,1.8,16.57,34470.0,0.4,12.4,13.89,16.14,18.04,21.14,25780.0,28880.0,33580.0,37520.0,43970.0,,
33-9093,Transportation Security Screeners,50290,1.2,30.92,64310.0,0.3,21.49,27.43,32.1,35.01,37.67,44700.0,57050.0,66770.0,72820.0,78350.0,,
33-9094,School Bus Monitors,78420,2.0,16.9,35150.0,0.4,13.52,15.27,16.88,18.15,20.79,28130.0,31760.0,35100.0,37760.0,43250.0,,
33-9099,"Protective Service Workers, All Other",81500,2.5,23.11,48070.0,0.9,15.61,17.03,20.45,26.4,35.86,32470.0,35420.0,42540.0,54910.0,74590.0,,
35-1011,Chefs and Head Cooks,200040,3.1,32.07,66700.0,1.1,18.22,23.29,30.03,37.86,47.39,37900.0,48440.0,62470.0,78750.0,98560.0,,
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1223240,0.9,22.2,46180.0,0.4,14.4,17.3,21.19,26.24,31.52,29940.0,35980.0,44080.0,54570.0,65570.0,,
35-2011,"Cooks, Fast Food",641070,2.7,15.57,32390.0,0.6,10.86,13.11,14.85,17.92,20.63,22580.0,27260.0,30890.0,37260.0,42910.0,,
35-2012,"Cooks, Institution and Cafeteria",441050,0.7,18.66,38810.0,0.4,13.69,15.6,18.01,21.54,23.88,28480.0,32440.0,37450.0,44800.0,49670.0,,
35-2013,"Cooks, Private Household",1100,24.4,25.81,53680.0,7.0,17.35,19.54,23.05,26.66,43.81,36090.0,40630.0,47940.0,55450.0,91130.0,,
35-2014,"Cooks, Restaurant",1409890,1.0,18.62,38730.0,0.4,13.8,16.35,17.98,21.45,23.03,28700.0,34010.0,37390.0,44620.0,47900.0,,
35-2015,"Cooks, Short Order",138650,5.2,17.37,36120.0,1.4,11.27,14.71,17.25,20.41,22.34,23440.0,30610.0,35880.0,42450.0,46460.0,,
35-2019,"Cooks, All Other",19350,8.7,18.82,39150.0,2.3,13.0,15.46,18.12,21.0,24.59,27040.0,32150.0,37690.0,43680.0,51140.0,,
35-2021,Food Preparation Workers,893600,1.7,16.96,35290.0,0.4,12.41,14.4,16.98,18.53,21.8,25810.0,29950.0,35320.0,38550.0,45340.0,,
35-3011,Bartenders,756390,1.3,19.61,40790.0,0.8,9.67,13.17,16.51,22.87,35.47,20110.0,27400.0,34340.0,47570.0,73770.0,,
35-3023,Fast Food and Counter Workers,3854050,0.7,15.46,32150.0,0.4,10.98,13.32,15.0,17.34,20.51,22840.0,27700.0,31200.0,36070.0,42650.0,,
35-3031,Waiters and Waitresses,2270910,0.7,19.26,40060.0,0.6,8.7,13.34,16.94,22.65,31.12,18100.0,27750.0,35230.0,47110.0,64720.0,,
35-3041,"Food Servers, Nonrestaurant",293900,1.3,17.37,36140.0,0.4,13.48,14.99,17.0,18.51,22.17,28030.0,31190.0,35360.0,38500.0,46120.0,,
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,542750,1.6,16.46,34230.0,0.7,10.24,13.62,16.34,17.91,22.39,21300.0,28330.0,33980.0,37250.0,46570.0,,
35-9021,Dishwashers,477450,1.3,16.49,34310.0,0.4,12.59,14.27,16.73,18.0,20.61,26200.0,29690.0,34810.0,37440.0,42860.0,,
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",432690,1.7,15.72,32690.0,0.5,10.74,13.25,15.0,17.43,21.15,22340.0,27570.0,31200.0,36250.0,43990.0,,
35-9099,"Food Preparation and Serving Related Workers, All Other",84630,4.7,17.7,36810.0,1.3,12.25,15.0,17.23,19.17,22.86,25470.0,31200.0,35840.0,39880.0,47550.0,,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,178760,1.0,25.64,53320.0,0.4,17.08,19.28,23.61,30.1,36.75,35520.0,40100.0,49100.0,62600.0,76430.0,,
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",130760,1.8,29.31,60960.0,0.6,19.5,22.79,28.09,34.9,41.18,40560.0,47390.0,58430.0,72590.0,85650.0,,
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2209760,0.5,18.64,38760.0,0.2,13.77,15.5,17.71,21.18,24.17,28640.0,32240.0,36840.0,44060.0,50270.0,,
37-2012,Maids and Housekeeping Cleaners,860670,0.7,17.83,37080.0,0.3,13.29,14.59,17.07,19.03,23.35,27640.0,30350.0,35510.0,39590.0,48570.0,,
37-2019,"Building Cleaning Workers, All Other",17210,8.8,22.32,46420.0,2.5,15.56,18.0,21.17,24.24,30.78,32370.0,37440.0,44040.0,50410.0,64030.0,,
37-2021,Pest Control Workers,102620,2.0,22.31,46400.0,0.6,16.67,18.0,21.75,23.85,29.75,34680.0,37440.0,45250.0,49600.0,61890.0,,
37-3011,Landscaping and Groundskeeping Workers,952640,0.7,20.33,42290.0,0.3,14.98,17.4,18.82,22.52,27.28,31150.0,36190.0,39150.0,46830.0,56730.0,,
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",27050,4.6,22.63,47070.0,0.9,17.1,18.83,22.28,24.63,29.53,35570.0,39160.0,46340.0,51240.0,61420.0,,
37-3013,Tree Trimmers and Pruners,55160,6.3,26.91,55970.0,1.3,18.24,21.56,24.5,30.72,38.61,37940.0,44840.0,50960.0,63900.0,80310.0,,
37-3019,"Grounds Maintenance Workers, All Other",13630,5.7,23.48,48830.0,1.3,15.21,18.04,22.53,27.8,35.97,31650.0,37520.0,46860.0,57820.0,74820.0,,
39-1013,First-Line Supervisors of Gambling Services Workers,26010,0.8,31.17,64830.0,0.5,19.9,24.68,30.68,36.43,40.75,41400.0,51340.0,63820.0,75770.0,84750.0,,
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",103190,1.0,25.75,53550.0,0.6,16.71,18.94,23.34,29.96,38.01,34760.0,39400.0,48560.0,62320.0,79060.0,,
39-1022,First-Line Supervisors of Personal Service Workers,114110,1.6,25.17,52360.0,0.6,16.35,18.78,23.36,29.37,36.22,34010.0,39050.0,48590.0,61100.0,75330.0,,
39-2011,Animal Trainers,18770,4.9,22.61,47020.0,2.3,14.23,16.22,19.22,25.76,36.29,29600.0,33740.0,39990.0,53580.0,75490.0,,
39-2021,Animal Caretakers,266910,1.2,17.94,37300.0,0.6,13.1,14.34,17.0,19.26,24.07,27250.0,29820.0,35360.0,40050.0,50060.0,,
39-3011,Gambling Dealers,83910,0.7,20.46,42550.0,0.4,11.56,12.41,16.5,23.65,37.06,24040.0,25810.0,34320.0,49180.0,77090.0,,
39-3012,Gambling and Sports Book Writers and Runners,8950,4.4,17.53,36450.0,1.4,10.62,13.54,16.82,21.56,23.21,22090.0,28150.0,34980.0,44840.0,48270.0,,
39-3019,"Gambling Service Workers, All Other",14140,4.1,19.9,41380.0,1.8,11.14,13.65,17.46,22.28,31.48,23160.0,28390.0,36310.0,46330.0,65470.0,,
39-3021,Motion Picture Projectionists,1480,9.3,24.75,51480.0,6.5,11.25,14.44,18.4,37.37,42.46,23390.0,30040.0,38270.0,77730.0,88310.0,,
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",121770,1.7,15.91,33080.0,0.6,11.33,13.61,15.82,17.76,20.42,23560.0,28310.0,32910.0,36940.0,42470.0,,
39-3091,Amusement and Recreation Attendants,397830,1.0,15.69,32640.0,0.5,10.75,13.3,15.46,17.59,20.43,22350.0,27660.0,32150.0,36590.0,42490.0,,
39-3092,Costume Attendants,6510,5.3,30.5,63440.0,2.9,15.46,18.56,24.23,37.34,52.66,32150.0,38610.0,50400.0,77680.0,109520.0,,
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",15560,5.4,18.49,38460.0,1.6,12.79,15.0,17.45,21.1,26.09,26590.0,31200.0,36300.0,43880.0,54260.0,,
39-3099,"Entertainment Attendants and Related Workers, All Other",7060,7.8,16.82,34980.0,1.8,11.21,12.88,15.69,18.63,23.29,23310.0,26790.0,32640.0,38740.0,48440.0,,
39-4011,Embalmers,3890,5.4,28.07,58390.0,1.4,18.42,23.08,28.26,31.8,37.29,38310.0,48010.0,58780.0,66130.0,77570.0,,
39-4012,Crematory Operators,2970,5.9,21.96,45670.0,1.5,16.0,17.8,20.98,24.22,30.03,33270.0,37020.0,43650.0,50380.0,62460.0,,
39-4021,Funeral Attendants,31090,1.7,17.88,37190.0,0.7,13.5,14.61,17.16,20.61,23.3,28070.0,30380.0,35680.0,42870.0,48460.0,,
39-4031,"Morticians, Undertakers, and Funeral Arrangers",25100,2.0,27.96,58160.0,1.3,16.03,20.4,26.45,34.62,42.61,33350.0,42430.0,55010.0,72010.0,88620.0,,
39-5011,Barbers,15000,7.4,22.63,47070.0,3.3,13.75,15.18,18.37,28.35,36.76,28600.0,31570.0,38210.0,58960.0,76460.0,,
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",305710,1.2,21.13,43960.0,1.0,13.0,14.48,17.21,23.48,34.23,27040.0,30120.0,35790.0,48830.0,71190.0,,
39-5091,"Makeup Artists, Theatrical and Performance",2340,13.9,49.16,102240.0,9.7,11.23,16.6,46.71,68.86,80.51,23360.0,34530.0,97150.0,143230.0,167470.0,,
39-5092,Manicurists and Pedicurists,152770,1.4,18.54,38570.0,0.9,13.9,16.35,17.19,20.03,24.1,28920.0,34010.0,35760.0,41650.0,50140.0,,
39-5093,Shampooers,8070,11.7,15.37,31980.0,2.4,11.11,13.72,15.67,17.09,18.39,23110.0,28550.0,32600.0,35550.0,38240.0,,
39-5094,Skincare Specialists,72890,3.6,24.93,51850.0,1.5,14.22,17.33,21.79,28.7,39.45,29580.0,36040.0,45330.0,59700.0,82050.0,,
39-6011,Baggage Porters and Bellhops,28510,3.6,18.54,38570.0,1.0,13.0,15.0,17.83,21.22,24.81,27040.0,31200.0,37080.0,44130.0,51600.0,,
39-6012,Concierges,49240,4.7,20.44,42510.0,1.3,15.2,17.15,18.73,22.76,27.68,31620.0,35660.0,38950.0,47350.0,57570.0,,
39-7010,Tour and Travel Guides,53500,2.5,21.02,43720.0,2.5,13.71,15.82,18.33,22.93,29.29,28520.0,32910.0,38120.0,47700.0,60930.0,,
39-9011,Childcare Workers,518910,1.4,16.84,35030.0,0.5,11.66,14.12,16.82,18.55,22.12,24260.0,29360.0,34980.0,38570.0,46010.0,,
39-9031,Exercise Trainers and Group Fitness Instructors,322930,1.3,25.2,52420.0,1.0,13.85,16.96,22.67,29.68,39.95,28800.0,35280.0,47160.0,61730.0,83100.0,,
39-9032,Recreation Workers,331490,1.1,18.52,38520.0,0.4,13.27,15.28,17.58,20.9,24.24,27600.0,31780.0,36560.0,43470.0,50410.0,,
39-9041,Residential Advisors,84760,1.8,21.15,43990.0,0.6,14.36,17.07,20.31,24.0,29.36,29870.0,35510.0,42240.0,49920.0,61060.0,,
39-9099,"Personal Care and Service Workers, All Other",60420,4.0,19.29,40120.0,1.1,13.21,16.44,20.0,20.53,23.51,27480.0,34180.0,41600.0,42710.0,48910.0,,
41-1011,First-Line Supervisors of Retail Sales Workers,1121800,0.6,25.66,53380.0,0.2,15.92,18.55,23.33,29.87,37.06,33120.0,38590.0,48520.0,62130.0,77080.0,,
41-1012,First-Line Supervisors of Non-Retail Sales Workers,214390,1.0,47.77,99370.0,0.6,24.19,30.74,42.08,58.68,78.88,50320.0,63940.0,87520.0,122050.0,164070.0,,
41-2011,Cashiers,3089410,0.6,15.95,33180.0,0.2,11.79,13.81,15.81,17.47,19.43,24530.0,28720.0,32880.0,36330.0,40410.0,,
41-2012,Gambling Change Persons and Booth Cashiers,21530,2.0,18.8,39100.0,0.8,11.76,14.25,17.41,19.96,29.01,24460.0,29630.0,36220.0,41530.0,60330.0,,
41-2021,Counter and Rental Clerks,400810,1.3,21.97,45700.0,0.4,14.33,17.13,19.86,24.13,31.43,29800.0,35630.0,41300.0,50190.0,65370.0,,
41-2022,Parts Salespersons,270070,1.0,21.07,43830.0,0.4,13.58,15.92,18.57,23.97,30.24,28240.0,33110.0,38630.0,49850.0,62890.0,,
41-2031,Retail Salespersons,3897860,0.3,17.94,37310.0,0.2,13.08,14.38,17.03,18.59,23.02,27210.0,29900.0,35410.0,38670.0,47890.0,,
41-3011,Advertising Sales Agents,91700,2.0,38.79,80670.0,1.4,16.94,22.61,31.16,48.07,70.2,35240.0,47020.0,64820.0,99990.0,146010.0,,
41-3021,Insurance Sales Agents,479100,1.1,39.18,81480.0,1.1,17.95,22.53,29.94,46.61,66.41,37330.0,46870.0,62280.0,96950.0,138140.0,,
41-3031,"Securities, Commodities, and Financial Services Sales Agents",489570,1.2,52.48,109150.0,0.9,23.1,27.18,37.82,62.48,102.35,48040.0,56540.0,78660.0,129950.0,212880.0,,
41-3041,Travel Agents,55110,2.6,26.28,54660.0,1.0,16.64,20.17,24.11,30.32,36.86,34610.0,41950.0,50160.0,63060.0,76660.0,,
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1256010,0.7,39.63,82430.0,0.4,18.26,22.92,33.65,48.31,71.56,37980.0,47670.0,69990.0,100480.0,148840.0,,
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",284800,1.8,57.56,119730.0,0.8,25.29,36.07,50.44,76.04,96.37,52600.0,75030.0,104920.0,158160.0,200440.0,,
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1238190,0.6,39.68,82530.0,0.4,18.79,24.27,34.65,47.9,66.13,39090.0,50470.0,72080.0,99640.0,137550.0,,
41-9011,Demonstrators and Product Promoters,64520,3.9,21.91,45580.0,1.4,15.0,16.9,18.91,25.79,30.7,31200.0,35160.0,39320.0,53640.0,63850.0,,
41-9012,Models,3780,13.4,35.0,72800.0,15.9,16.44,17.17,23.3,47.75,63.21,34190.0,35710.0,48470.0,99320.0,131470.0,,
41-9021,Real Estate Brokers,46100,6.6,40.36,83950.0,3.6,17.84,22.35,35.2,49.69,68.89,37110.0,46480.0,73220.0,103360.0,143300.0,,
41-9022,Real Estate Sales Agents,193370,3.0,33.42,69510.0,1.9,15.85,19.25,25.4,39.43,59.42,32970.0,40040.0,52830.0,82020.0,123590.0,,
41-9031,Sales Engineers,51790,2.8,62.57,130140.0,1.2,35.52,44.66,60.05,77.52,93.88,73870.0,92890.0,124900.0,161230.0,195270.0,,
41-9041,Telemarketers,58430,4.3,17.97,37370.0,1.3,13.0,14.25,17.04,19.34,24.21,27040.0,29640.0,35450.0,40230.0,50350.0,,
